Location,Status,Prosto,Na voljo,Datum
Kranjčeva ulica,Prosto,55,117,2025-03-24 04:56
Linhartova,Prosto,113,50,2025-03-24 04:56
Metelkova ulica,Prosto,39,89,2025-03-24 04:56
Mirje,Prosto,87,107,2025-03-24 04:56
P+R Barje,Odprto,,,2025-03-24 04:56
P+R Dolgi Most,Odprto,,,2025-03-24 04:56
P+R Studenec,Odprto,,,2025-03-24 04:56
PH Kolezija,Prosto,61,80,2025-03-24 04:56
Pokopališče Polje,Prosto,16,39,2025-03-24 04:56
Povšetova ulica,Prosto,77,81,2025-03-24 04:56
Sanatorij Emona,Prosto,19,25,2025-03-24 04:56
Slovenčeva ulica,Zasedeno,0,128,2025-03-24 04:56
Tivoli I.,Prosto,344,351,2025-03-24 04:56
Tivoli II.,Prosto,167,159,2025-03-24 04:56
Trg mladinskih delovnih brigad,Prosto,17,26,2025-03-24 04:56
Trg prekomorskih brigad,Prosto,45,61,2025-03-24 04:56
Štembalova ulica,Zasedeno,/,155,2025-03-24 04:56
Žale I.,Prosto,112,125,2025-03-24 04:56
Žale II.,Prosto,80,80,2025-03-24 04:56
Žale III.,Prosto,58,83,2025-03-24 04:56
Žale IV.,Prosto,78,78,2025-03-24 04:56
Žale V.,Prosto,285,100,2025-03-24 04:56
P+R Ježica,Odprto,,,2025-03-24 04:56
P+R Stanežiče,Odprto,,,2025-03-24 04:56
ŠRC Stožice,Prosto,/,509,2025-03-24 04:56
Tacen,Prosto,/,/,2025-03-24 04:56
Bratislavska,Prosto,/,/,2025-03-24 04:56
BS4,Prosto,60,100,2025-03-24 04:56
PH Rog,Prosto,30,80,2025-03-24 04:56
P+R Letališka,Odprto,,,2025-03-24 04:56
Parkirišče PH Ilirija,Odprto,,,2025-03-24 04:56
Bežigrad,Prosto,31,64,2025-03-24 05:10
Dolenjska cesta (Strelišče),Prosto,82,67,2025-03-24 05:10
Gosarjeva ulica,Skoraj polno,12,190,2025-03-24 05:10
Gospodarsko razstavišče,Prosto,433,400,2025-03-24 05:10
Komanova ulica,Zasedeno,/,55,2025-03-24 05:10
PH Kongresni trg,Prosto,288,720,2025-03-24 05:10
Kozolec,Prosto,151,394,2025-03-24 05:10
Kranjčeva ulica,Prosto,55,117,2025-03-24 05:10
Linhartova,Prosto,113,50,2025-03-24 05:10
Metelkova ulica,Prosto,39,89,2025-03-24 05:10
Mirje,Prosto,87,107,2025-03-24 05:10
P+R Barje,Odprto,,,2025-03-24 05:10
P+R Dolgi Most,Odprto,,,2025-03-24 05:10
P+R Studenec,Odprto,,,2025-03-24 05:10
PH Kolezija,Prosto,61,80,2025-03-24 05:10
Pokopališče Polje,Prosto,16,39,2025-03-24 05:10
Povšetova ulica,Prosto,77,81,2025-03-24 05:10
Sanatorij Emona,Prosto,19,25,2025-03-24 05:10
Slovenčeva ulica,Zasedeno,0,128,2025-03-24 05:10
Tivoli I.,Prosto,343,351,2025-03-24 05:10
Tivoli II.,Prosto,167,159,2025-03-24 05:10
Trg mladinskih delovnih brigad,Prosto,17,26,2025-03-24 05:10
Trg prekomorskih brigad,Prosto,45,61,2025-03-24 05:10
Štembalova ulica,Zasedeno,/,155,2025-03-24 05:10
Žale I.,Prosto,112,125,2025-03-24 05:10
Žale II.,Prosto,79,80,2025-03-24 05:10
Žale III.,Prosto,58,83,2025-03-24 05:10
Žale IV.,Prosto,78,78,2025-03-24 05:10
Žale V.,Prosto,285,100,2025-03-24 05:10
P+R Ježica,Odprto,,,2025-03-24 05:10
P+R Stanežiče,Odprto,,,2025-03-24 05:10
ŠRC Stožice,Prosto,/,509,2025-03-24 05:10
Tacen,Prosto,/,/,2025-03-24 05:10
Bratislavska,Prosto,/,/,2025-03-24 05:10
BS4,Prosto,61,100,2025-03-24 05:10
PH Rog,Prosto,30,80,2025-03-24 05:10
P+R Letališka,Odprto,,,2025-03-24 05:10
Parkirišče PH Ilirija,Odprto,,,2025-03-24 05:10
Bežigrad,Prosto,31,64,2025-03-24 05:26
Dolenjska cesta (Strelišče),Prosto,82,67,2025-03-24 05:26
Gosarjeva ulica,Skoraj polno,12,190,2025-03-24 05:26
Gospodarsko razstavišče,Prosto,433,400,2025-03-24 05:26
Komanova ulica,Zasedeno,/,55,2025-03-24 05:26
PH Kongresni trg,Prosto,289,720,2025-03-24 05:26
Kozolec,Prosto,151,394,2025-03-24 05:26
Kranjčeva ulica,Prosto,55,117,2025-03-24 05:26
Linhartova,Prosto,113,50,2025-03-24 05:26
Metelkova ulica,Prosto,39,89,2025-03-24 05:26
Mirje,Prosto,87,107,2025-03-24 05:26
P+R Barje,Odprto,,,2025-03-24 05:26
P+R Dolgi Most,Odprto,,,2025-03-24 05:26
P+R Studenec,Odprto,,,2025-03-24 05:26
PH Kolezija,Prosto,61,80,2025-03-24 05:26
Pokopališče Polje,Prosto,16,39,2025-03-24 05:26
Povšetova ulica,Prosto,77,81,2025-03-24 05:26
Sanatorij Emona,Prosto,19,25,2025-03-24 05:26
Slovenčeva ulica,Zasedeno,0,128,2025-03-24 05:26
Tivoli I.,Prosto,343,351,2025-03-24 05:26
Tivoli II.,Prosto,167,159,2025-03-24 05:26
Trg mladinskih delovnih brigad,Prosto,17,26,2025-03-24 05:26
Trg prekomorskih brigad,Prosto,43,61,2025-03-24 05:26
Štembalova ulica,Zasedeno,/,155,2025-03-24 05:26
Žale I.,Prosto,112,125,2025-03-24 05:26
Žale II.,Prosto,77,80,2025-03-24 05:26
Žale III.,Prosto,58,83,2025-03-24 05:26
Žale IV.,Prosto,78,78,2025-03-24 05:26
Žale V.,Prosto,279,100,2025-03-24 05:26
P+R Ježica,Odprto,,,2025-03-24 05:26
P+R Stanežiče,Odprto,,,2025-03-24 05:26
ŠRC Stožice,Prosto,/,509,2025-03-24 05:26
Tacen,Prosto,/,/,2025-03-24 05:26
Bratislavska,Prosto,/,/,2025-03-24 05:26
BS4,Prosto,62,100,2025-03-24 05:26
PH Rog,Prosto,30,80,2025-03-24 05:26
P+R Letališka,Odprto,,,2025-03-24 05:26
Parkirišče PH Ilirija,Odprto,,,2025-03-24 05:26
Bežigrad,Prosto,59,64,2025-03-24 05:40
Dolenjska cesta (Strelišče),Prosto,82,67,2025-03-24 05:40
Gosarjeva ulica,Skoraj polno,12,190,2025-03-24 05:40
Gospodarsko razstavišče,Prosto,431,400,2025-03-24 05:40
Komanova ulica,Zasedeno,/,55,2025-03-24 05:40
PH Kongresni trg,Prosto,289,720,2025-03-24 05:40
Kozolec,Prosto,150,394,2025-03-24 05:40
Kranjčeva ulica,Prosto,55,117,2025-03-24 05:40
Linhartova,Prosto,112,50,2025-03-24 05:40
Metelkova ulica,Prosto,39,89,2025-03-24 05:40
Mirje,Prosto,87,107,2025-03-24 05:40
P+R Barje,Odprto,,,2025-03-24 05:40
P+R Dolgi Most,Odprto,,,2025-03-24 05:40
P+R Studenec,Odprto,,,2025-03-24 05:40
PH Kolezija,Prosto,61,80,2025-03-24 05:40
Pokopališče Polje,Prosto,16,39,2025-03-24 05:40
Povšetova ulica,Prosto,77,81,2025-03-24 05:40
Sanatorij Emona,Prosto,19,25,2025-03-24 05:40
Slovenčeva ulica,Zasedeno,0,128,2025-03-24 05:40
Tivoli I.,Prosto,341,351,2025-03-24 05:40
Tivoli II.,Prosto,165,159,2025-03-24 05:40
Trg mladinskih delovnih brigad,Prosto,17,26,2025-03-24 05:40
Trg prekomorskih brigad,Prosto,35,61,2025-03-24 05:40
Štembalova ulica,Zasedeno,/,155,2025-03-24 05:40
Žale I.,Prosto,112,125,2025-03-24 05:40
Žale II.,Prosto,77,80,2025-03-24 05:40
Žale III.,Prosto,58,83,2025-03-24 05:40
Žale IV.,Prosto,78,78,2025-03-24 05:40
Žale V.,Prosto,265,100,2025-03-24 05:40
P+R Ježica,Odprto,,,2025-03-24 05:40
P+R Stanežiče,Odprto,,,2025-03-24 05:40
ŠRC Stožice,Prosto,/,509,2025-03-24 05:40
Tacen,Prosto,/,/,2025-03-24 05:40
Bratislavska,Prosto,/,/,2025-03-24 05:40
BS4,Prosto,63,100,2025-03-24 05:40
PH Rog,Prosto,31,80,2025-03-24 05:40
P+R Letališka,Odprto,,,2025-03-24 05:40
Parkirišče PH Ilirija,Odprto,,,2025-03-24 05:40
Bežigrad,Prosto,59,64,2025-03-24 05:56
Dolenjska cesta (Strelišče),Prosto,83,67,2025-03-24 05:56
Gosarjeva ulica,Skoraj polno,12,190,2025-03-24 05:56
Gospodarsko razstavišče,Prosto,426,400,2025-03-24 05:56
Komanova ulica,Zasedeno,/,55,2025-03-24 05:56
PH Kongresni trg,Prosto,289,720,2025-03-24 05:56
Kozolec,Prosto,151,394,2025-03-24 05:56
Kranjčeva ulica,Prosto,55,117,2025-03-24 05:56
Linhartova,Prosto,108,50,2025-03-24 05:56
Metelkova ulica,Prosto,39,89,2025-03-24 05:56
Mirje,Prosto,86,107,2025-03-24 05:56
P+R Barje,Odprto,,,2025-03-24 05:56
P+R Dolgi Most,Odprto,,,2025-03-24 05:56
P+R Studenec,Odprto,,,2025-03-24 05:56
PH Kolezija,Prosto,61,80,2025-03-24 05:56
Pokopališče Polje,Prosto,16,39,2025-03-24 05:56
Povšetova ulica,Prosto,76,81,2025-03-24 05:56
Sanatorij Emona,Prosto,18,25,2025-03-24 05:56
Slovenčeva ulica,Zasedeno,0,128,2025-03-24 05:56
Tivoli I.,Prosto,321,351,2025-03-24 05:56
Tivoli II.,Prosto,163,159,2025-03-24 05:56
Trg mladinskih delovnih brigad,Prosto,17,26,2025-03-24 05:56
Trg prekomorskih brigad,Prosto,34,61,2025-03-24 05:56
Štembalova ulica,Zasedeno,/,155,2025-03-24 05:56
Žale I.,Prosto,109,125,2025-03-24 05:56
Žale II.,Prosto,75,80,2025-03-24 05:56
Žale III.,Prosto,58,83,2025-03-24 05:56
Žale IV.,Prosto,77,78,2025-03-24 05:56
Žale V.,Prosto,253,100,2025-03-24 05:56
P+R Ježica,Odprto,,,2025-03-24 05:56
P+R Stanežiče,Odprto,,,2025-03-24 05:56
ŠRC Stožice,Prosto,/,509,2025-03-24 05:56
Tacen,Prosto,/,/,2025-03-24 05:56
Bratislavska,Prosto,/,/,2025-03-24 05:56
BS4,Prosto,64,100,2025-03-24 05:56
PH Rog,Prosto,30,80,2025-03-24 05:56
P+R Letališka,Odprto,,,2025-03-24 05:56
Parkirišče PH Ilirija,Odprto,,,2025-03-24 05:56
Bežigrad,Prosto,59,64,2025-03-24 06:10
Dolenjska cesta (Strelišče),Prosto,79,67,2025-03-24 06:10
Gosarjeva ulica,Skoraj polno,12,190,2025-03-24 06:10
Gospodarsko razstavišče,Prosto,412,400,2025-03-24 06:10
Komanova ulica,Zasedeno,/,55,2025-03-24 06:10
PH Kongresni trg,Prosto,289,720,2025-03-24 06:10
Kozolec,Prosto,151,394,2025-03-24 06:10
Kranjčeva ulica,Prosto,55,117,2025-03-24 06:10
Linhartova,Prosto,91,50,2025-03-24 06:10
Metelkova ulica,Prosto,38,89,2025-03-24 06:10
Mirje,Prosto,87,107,2025-03-24 06:10
P+R Barje,Odprto,,,2025-03-24 06:10
P+R Dolgi Most,Odprto,,,2025-03-24 06:10
P+R Studenec,Odprto,,,2025-03-24 06:10
PH Kolezija,Prosto,61,80,2025-03-24 06:10
Pokopališče Polje,Prosto,16,39,2025-03-24 06:10
Povšetova ulica,Prosto,73,81,2025-03-24 06:10
Sanatorij Emona,Prosto,13,25,2025-03-24 06:10
Slovenčeva ulica,Zasedeno,0,128,2025-03-24 06:10
Tivoli I.,Prosto,293,351,2025-03-24 06:10
Tivoli II.,Prosto,163,159,2025-03-24 06:10
Trg mladinskih delovnih brigad,Prosto,15,26,2025-03-24 06:10
Trg prekomorskih brigad,Prosto,32,61,2025-03-24 06:10
Štembalova ulica,Zasedeno,/,155,2025-03-24 06:10
Žale I.,Prosto,106,125,2025-03-24 06:10
Žale II.,Prosto,77,80,2025-03-24 06:10
Žale III.,Prosto,58,83,2025-03-24 06:10
Žale IV.,Prosto,76,78,2025-03-24 06:10
Žale V.,Prosto,250,100,2025-03-24 06:10
P+R Ježica,Odprto,,,2025-03-24 06:10
P+R Stanežiče,Odprto,,,2025-03-24 06:10
ŠRC Stožice,Prosto,/,509,2025-03-24 06:10
Tacen,Prosto,/,/,2025-03-24 06:10
Bratislavska,Prosto,/,/,2025-03-24 06:10
BS4,Prosto,63,100,2025-03-24 06:10
PH Rog,Prosto,31,80,2025-03-24 06:10
P+R Letališka,Odprto,,,2025-03-24 06:10
Parkirišče PH Ilirija,Odprto,,,2025-03-24 06:10
Bežigrad,Prosto,58,64,2025-03-24 06:26
Dolenjska cesta (Strelišče),Prosto,79,67,2025-03-24 06:26
Gosarjeva ulica,Prosto,45,190,2025-03-24 06:26
Gospodarsko razstavišče,Prosto,397,400,2025-03-24 06:26
Komanova ulica,Zasedeno,/,55,2025-03-24 06:26
PH Kongresni trg,Prosto,289,720,2025-03-24 06:26
Kozolec,Prosto,149,394,2025-03-24 06:26
Kranjčeva ulica,Prosto,118,117,2025-03-24 06:26
Linhartova,Prosto,63,50,2025-03-24 06:26
Metelkova ulica,Prosto,38,89,2025-03-24 06:26
Mirje,Prosto,87,107,2025-03-24 06:26
P+R Barje,Odprto,,,2025-03-24 06:26
P+R Dolgi Most,Odprto,,,2025-03-24 06:26
P+R Studenec,Odprto,,,2025-03-24 06:26
PH Kolezija,Prosto,61,80,2025-03-24 06:26
Pokopališče Polje,Prosto,16,39,2025-03-24 06:26
Povšetova ulica,Prosto,69,81,2025-03-24 06:26
Sanatorij Emona,Prosto,11,25,2025-03-24 06:26
Slovenčeva ulica,Zasedeno,0,128,2025-03-24 06:26
Tivoli I.,Prosto,280,351,2025-03-24 06:26
Tivoli II.,Prosto,156,159,2025-03-24 06:26
Trg mladinskih delovnih brigad,Prosto,15,26,2025-03-24 06:26
Trg prekomorskih brigad,Prosto,34,61,2025-03-24 06:26
Štembalova ulica,Zasedeno,/,155,2025-03-24 06:26
Žale I.,Prosto,107,125,2025-03-24 06:26
Žale II.,Prosto,73,80,2025-03-24 06:26
Žale III.,Prosto,53,83,2025-03-24 06:26
Žale IV.,Prosto,74,78,2025-03-24 06:26
Žale V.,Prosto,249,100,2025-03-24 06:26
P+R Ježica,Odprto,,,2025-03-24 06:26
P+R Stanežiče,Odprto,,,2025-03-24 06:26
ŠRC Stožice,Prosto,/,509,2025-03-24 06:26
Tacen,Prosto,/,/,2025-03-24 06:26
Bratislavska,Prosto,/,/,2025-03-24 06:26
BS4,Prosto,64,100,2025-03-24 06:26
PH Rog,Prosto,29,80,2025-03-24 06:26
P+R Letališka,Odprto,,,2025-03-24 06:26
Parkirišče PH Ilirija,Odprto,,,2025-03-24 06:26
Bežigrad,Prosto,56,64,2025-03-24 06:40
Dolenjska cesta (Strelišče),Prosto,79,67,2025-03-24 06:40
Gosarjeva ulica,Prosto,47,190,2025-03-24 06:40
Gospodarsko razstavišče,Prosto,361,400,2025-03-24 06:40
Komanova ulica,Zasedeno,/,55,2025-03-24 06:40
PH Kongresni trg,Prosto,288,720,2025-03-24 06:40
Kozolec,Prosto,149,394,2025-03-24 06:40
Kranjčeva ulica,Prosto,117,117,2025-03-24 06:40
Linhartova,Prosto,22,50,2025-03-24 06:40
Metelkova ulica,Prosto,36,89,2025-03-24 06:40
Mirje,Prosto,87,107,2025-03-24 06:40
P+R Barje,Odprto,,,2025-03-24 06:40
P+R Dolgi Most,Odprto,,,2025-03-24 06:40
P+R Studenec,Odprto,,,2025-03-24 06:40
PH Kolezija,Prosto,61,80,2025-03-24 06:40
Pokopališče Polje,Prosto,16,39,2025-03-24 06:40
Povšetova ulica,Prosto,62,81,2025-03-24 06:40
Sanatorij Emona,Prosto,9,25,2025-03-24 06:40
Slovenčeva ulica,Zasedeno,0,128,2025-03-24 06:40
Tivoli I.,Prosto,264,351,2025-03-24 06:40
Tivoli II.,Prosto,152,159,2025-03-24 06:40
Trg mladinskih delovnih brigad,Prosto,13,26,2025-03-24 06:40
Trg prekomorskih brigad,Prosto,31,61,2025-03-24 06:40
Štembalova ulica,Zasedeno,/,155,2025-03-24 06:40
Žale I.,Prosto,104,125,2025-03-24 06:40
Žale II.,Prosto,71,80,2025-03-24 06:40
Žale III.,Prosto,51,83,2025-03-24 06:40
Žale IV.,Prosto,67,78,2025-03-24 06:40
Žale V.,Prosto,245,100,2025-03-24 06:40
P+R Ježica,Odprto,,,2025-03-24 06:40
P+R Stanežiče,Odprto,,,2025-03-24 06:40
ŠRC Stožice,Prosto,/,509,2025-03-24 06:40
Tacen,Prosto,/,/,2025-03-24 06:40
Bratislavska,Prosto,/,/,2025-03-24 06:40
BS4,Prosto,63,100,2025-03-24 06:40
PH Rog,Prosto,30,80,2025-03-24 06:40
P+R Letališka,Odprto,,,2025-03-24 06:40
Parkirišče PH Ilirija,Odprto,,,2025-03-24 06:40
Bežigrad,Prosto,56,64,2025-03-24 06:56
Dolenjska cesta (Strelišče),Prosto,80,67,2025-03-24 06:56
Gosarjeva ulica,Prosto,45,190,2025-03-24 06:56
Gospodarsko razstavišče,Prosto,314,400,2025-03-24 06:56
Komanova ulica,Zasedeno,/,55,2025-03-24 06:56
PH Kongresni trg,Prosto,287,720,2025-03-24 06:56
Kozolec,Prosto,147,394,2025-03-24 06:56
Kranjčeva ulica,Prosto,108,117,2025-03-24 06:56
Linhartova,Skoraj polno,1,50,2025-03-24 06:56
Metelkova ulica,Prosto,28,89,2025-03-24 06:56
Mirje,Prosto,79,107,2025-03-24 06:56
P+R Barje,Odprto,,,2025-03-24 06:56
P+R Dolgi Most,Odprto,,,2025-03-24 06:56
P+R Studenec,Odprto,,,2025-03-24 06:56
PH Kolezija,Prosto,61,80,2025-03-24 06:56
Pokopališče Polje,Prosto,15,39,2025-03-24 06:56
Povšetova ulica,Prosto,53,81,2025-03-24 06:56
Sanatorij Emona,Prosto,6,25,2025-03-24 06:56
Slovenčeva ulica,Zasedeno,0,128,2025-03-24 06:56
Tivoli I.,Prosto,230,351,2025-03-24 06:56
Tivoli II.,Prosto,141,159,2025-03-24 06:56
Trg mladinskih delovnih brigad,Prosto,11,26,2025-03-24 06:56
Trg prekomorskih brigad,Prosto,29,61,2025-03-24 06:56
Štembalova ulica,Zasedeno,/,155,2025-03-24 06:56
Žale I.,Prosto,100,125,2025-03-24 06:56
Žale II.,Prosto,65,80,2025-03-24 06:56
Žale III.,Prosto,45,83,2025-03-24 06:56
Žale IV.,Prosto,57,78,2025-03-24 06:56
Žale V.,Prosto,242,100,2025-03-24 06:56
P+R Ježica,Odprto,,,2025-03-24 06:56
P+R Stanežiče,Odprto,,,2025-03-24 06:56
ŠRC Stožice,Prosto,/,509,2025-03-24 06:56
Tacen,Prosto,/,/,2025-03-24 06:56
Bratislavska,Prosto,/,/,2025-03-24 06:56
BS4,Prosto,62,100,2025-03-24 06:56
PH Rog,Prosto,30,80,2025-03-24 06:56
P+R Letališka,Odprto,,,2025-03-24 06:56
Parkirišče PH Ilirija,Odprto,,,2025-03-24 06:56
Bežigrad,Prosto,56,64,2025-03-24 07:10
Dolenjska cesta (Strelišče),Prosto,79,67,2025-03-24 07:10
Gosarjeva ulica,Prosto,45,190,2025-03-24 07:10
Gospodarsko razstavišče,Prosto,244,400,2025-03-24 07:10
Komanova ulica,Zasedeno,/,55,2025-03-24 07:10
PH Kongresni trg,Prosto,285,720,2025-03-24 07:10
Kozolec,Prosto,145,394,2025-03-24 07:10
Kranjčeva ulica,Prosto,98,117,2025-03-24 07:10
Linhartova,Zasedeno,0,50,2025-03-24 07:10
Metelkova ulica,Prosto,23,89,2025-03-24 07:10
Mirje,Prosto,74,107,2025-03-24 07:10
P+R Barje,Odprto,,,2025-03-24 07:10
P+R Dolgi Most,Odprto,,,2025-03-24 07:10
P+R Studenec,Odprto,,,2025-03-24 07:10
PH Kolezija,Prosto,61,80,2025-03-24 07:10
Pokopališče Polje,Prosto,15,39,2025-03-24 07:10
Povšetova ulica,Prosto,49,81,2025-03-24 07:10
Sanatorij Emona,Skoraj polno,2,25,2025-03-24 07:10
Slovenčeva ulica,Zasedeno,0,128,2025-03-24 07:10
Tivoli I.,Prosto,203,351,2025-03-24 07:10
Tivoli II.,Prosto,138,159,2025-03-24 07:10
Trg mladinskih delovnih brigad,Prosto,11,26,2025-03-24 07:10
Trg prekomorskih brigad,Prosto,27,61,2025-03-24 07:10
Štembalova ulica,Zasedeno,/,155,2025-03-24 07:10
Žale I.,Prosto,97,125,2025-03-24 07:10
Žale II.,Prosto,60,80,2025-03-24 07:10
Žale III.,Prosto,31,83,2025-03-24 07:10
Žale IV.,Prosto,52,78,2025-03-24 07:10
Žale V.,Prosto,239,100,2025-03-24 07:10
P+R Ježica,Odprto,,,2025-03-24 07:10
P+R Stanežiče,Odprto,,,2025-03-24 07:10
ŠRC Stožice,Prosto,/,509,2025-03-24 07:10
Tacen,Prosto,/,/,2025-03-24 07:10
Bratislavska,Prosto,/,/,2025-03-24 07:10
BS4,Prosto,62,100,2025-03-24 07:10
PH Rog,Prosto,29,80,2025-03-24 07:10
P+R Letališka,Odprto,,,2025-03-24 07:10
Parkirišče PH Ilirija,Odprto,,,2025-03-24 07:10
Bežigrad,Prosto,53,64,2025-03-24 07:26
Dolenjska cesta (Strelišče),Prosto,80,67,2025-03-24 07:26
Gosarjeva ulica,Prosto,44,190,2025-03-24 07:26
Gospodarsko razstavišče,Prosto,171,400,2025-03-24 07:26
Komanova ulica,Zasedeno,/,55,2025-03-24 07:26
PH Kongresni trg,Prosto,282,720,2025-03-24 07:26
Kozolec,Prosto,145,394,2025-03-24 07:26
Kranjčeva ulica,Prosto,93,117,2025-03-24 07:26
Linhartova,Zasedeno,0,50,2025-03-24 07:26
Metelkova ulica,Prosto,18,89,2025-03-24 07:26
Mirje,Prosto,67,107,2025-03-24 07:26
P+R Barje,Odprto,,,2025-03-24 07:26
P+R Dolgi Most,Odprto,,,2025-03-24 07:26
P+R Studenec,Odprto,,,2025-03-24 07:26
PH Kolezija,Prosto,61,80,2025-03-24 07:26
Pokopališče Polje,Prosto,16,39,2025-03-24 07:26
Povšetova ulica,Prosto,42,81,2025-03-24 07:26
Sanatorij Emona,Skoraj polno,1,25,2025-03-24 07:26
Slovenčeva ulica,Zasedeno,0,128,2025-03-24 07:26
Tivoli I.,Prosto,184,351,2025-03-24 07:26
Tivoli II.,Prosto,132,159,2025-03-24 07:26
Trg mladinskih delovnih brigad,Prosto,8,26,2025-03-24 07:26
Trg prekomorskih brigad,Prosto,21,61,2025-03-24 07:26
Štembalova ulica,Zasedeno,/,155,2025-03-24 07:26
Žale I.,Prosto,96,125,2025-03-24 07:26
Žale II.,Prosto,57,80,2025-03-24 07:26
Žale III.,Prosto,22,83,2025-03-24 07:26
Žale IV.,Prosto,45,78,2025-03-24 07:26
Žale V.,Prosto,236,100,2025-03-24 07:26
P+R Ježica,Odprto,,,2025-03-24 07:26
P+R Stanežiče,Odprto,,,2025-03-24 07:26
ŠRC Stožice,Prosto,/,509,2025-03-24 07:26
Tacen,Prosto,/,/,2025-03-24 07:26
Bratislavska,Prosto,/,/,2025-03-24 07:26
BS4,Prosto,61,100,2025-03-24 07:26
PH Rog,Prosto,26,80,2025-03-24 07:26
P+R Letališka,Odprto,,,2025-03-24 07:26
Parkirišče PH Ilirija,Odprto,,,2025-03-24 07:26
Bežigrad,Prosto,53,64,2025-03-24 07:40
Dolenjska cesta (Strelišče),Prosto,80,67,2025-03-24 07:40
Gosarjeva ulica,Prosto,40,190,2025-03-24 07:40
Gospodarsko razstavišče,Prosto,112,400,2025-03-24 07:40
Komanova ulica,Zasedeno,/,55,2025-03-24 07:40
PH Kongresni trg,Prosto,281,720,2025-03-24 07:40
Kozolec,Prosto,143,394,2025-03-24 07:40
Kranjčeva ulica,Prosto,84,117,2025-03-24 07:40
Linhartova,Zasedeno,0,50,2025-03-24 07:40
Metelkova ulica,Prosto,18,89,2025-03-24 07:40
Mirje,Prosto,56,107,2025-03-24 07:40
P+R Barje,Odprto,,,2025-03-24 07:40
P+R Dolgi Most,Odprto,,,2025-03-24 07:40
P+R Studenec,Odprto,,,2025-03-24 07:40
PH Kolezija,Prosto,61,80,2025-03-24 07:40
Pokopališče Polje,Prosto,15,39,2025-03-24 07:40
Povšetova ulica,Prosto,36,81,2025-03-24 07:40
Sanatorij Emona,Zasedeno,0,25,2025-03-24 07:40
Slovenčeva ulica,Zasedeno,0,128,2025-03-24 07:40
Tivoli I.,Prosto,177,351,2025-03-24 07:40
Tivoli II.,Prosto,129,159,2025-03-24 07:40
Trg mladinskih delovnih brigad,Skoraj polno,4,26,2025-03-24 07:40
Trg prekomorskih brigad,Prosto,19,61,2025-03-24 07:40
Štembalova ulica,Zasedeno,/,155,2025-03-24 07:40
Žale I.,Prosto,94,125,2025-03-24 07:40
Žale II.,Prosto,54,80,2025-03-24 07:40
Žale III.,Skoraj polno,7,83,2025-03-24 07:40
Žale IV.,Prosto,40,78,2025-03-24 07:40
Žale V.,Prosto,235,100,2025-03-24 07:40
P+R Ježica,Odprto,,,2025-03-24 07:40
P+R Stanežiče,Odprto,,,2025-03-24 07:40
ŠRC Stožice,Prosto,/,509,2025-03-24 07:40
Tacen,Prosto,/,/,2025-03-24 07:40
Bratislavska,Prosto,/,/,2025-03-24 07:40
BS4,Prosto,62,100,2025-03-24 07:40
PH Rog,Prosto,40,80,2025-03-24 07:40
P+R Letališka,Odprto,,,2025-03-24 07:40
Parkirišče PH Ilirija,Odprto,,,2025-03-24 07:40
Bežigrad,Prosto,50,64,2025-03-24 07:56
Dolenjska cesta (Strelišče),Prosto,79,67,2025-03-24 07:56
Gosarjeva ulica,Skoraj polno,33,190,2025-03-24 07:56
Gospodarsko razstavišče,Skoraj polno,62,400,2025-03-24 07:56
Komanova ulica,Zasedeno,/,55,2025-03-24 07:56
PH Kongresni trg,Prosto,273,720,2025-03-24 07:56
Kozolec,Prosto,139,394,2025-03-24 07:56
Kranjčeva ulica,Prosto,72,117,2025-03-24 07:56
Linhartova,Zasedeno,0,50,2025-03-24 07:56
Metelkova ulica,Skoraj polno,16,89,2025-03-24 07:56
Mirje,Prosto,42,107,2025-03-24 07:56
P+R Barje,Odprto,,,2025-03-24 07:56
P+R Dolgi Most,Odprto,,,2025-03-24 07:56
P+R Studenec,Odprto,,,2025-03-24 07:56
PH Kolezija,Prosto,62,80,2025-03-24 07:56
Pokopališče Polje,Prosto,13,39,2025-03-24 07:56
Povšetova ulica,Prosto,24,81,2025-03-24 07:56
Sanatorij Emona,Zasedeno,0,25,2025-03-24 07:56
Slovenčeva ulica,Zasedeno,0,128,2025-03-24 07:56
Tivoli I.,Prosto,162,351,2025-03-24 07:56
Tivoli II.,Prosto,121,159,2025-03-24 07:56
Trg mladinskih delovnih brigad,Skoraj polno,4,26,2025-03-24 07:56
Trg prekomorskih brigad,Prosto,18,61,2025-03-24 07:56
Štembalova ulica,Zasedeno,/,155,2025-03-24 07:56
Žale I.,Prosto,95,125,2025-03-24 07:56
Žale II.,Prosto,55,80,2025-03-24 07:56
Žale III.,Zasedeno,0,83,2025-03-24 07:56
Žale IV.,Prosto,35,78,2025-03-24 07:56
Žale V.,Prosto,228,100,2025-03-24 07:56
P+R Ježica,Odprto,,,2025-03-24 07:56
P+R Stanežiče,Odprto,,,2025-03-24 07:56
ŠRC Stožice,Prosto,/,509,2025-03-24 07:56
Tacen,Prosto,/,/,2025-03-24 07:56
Bratislavska,Prosto,/,/,2025-03-24 07:56
BS4,Prosto,59,100,2025-03-24 07:56
PH Rog,Prosto,41,80,2025-03-24 07:56
P+R Letališka,Odprto,,,2025-03-24 07:56
Parkirišče PH Ilirija,Odprto,,,2025-03-24 07:56
Bežigrad,Prosto,49,64,2025-03-24 08:10
