Location,Status,Prosto,Na voljo,Datum
Žale V.,Prosto,284,100,2025-04-14 03:44
P+R Ježica,Odprto,,,2025-04-14 03:44
P+R Stanežiče,Odprto,,,2025-04-14 03:44
ŠRC Stožice,Prosto,/,509,2025-04-14 03:44
Tacen,Prosto,/,/,2025-04-14 03:44
Bratislavska,Prosto,/,/,2025-04-14 03:44
BS4,Prosto,53,100,2025-04-14 03:44
PH Rog,Prosto,28,80,2025-04-14 03:44
P+R Letališka,Odprto,,,2025-04-14 03:44
Parkirišče PH Ilirija,Odprto,,,2025-04-14 03:44
Bežigrad,Prosto,54,64,2025-04-14 04:00
Dolenjska cesta (Strelišče),Prosto,45,67,2025-04-14 04:00
Gosarjeva ulica,Skoraj polno,37,190,2025-04-14 04:00
Gospodarsko razstavišče,Prosto,432,400,2025-04-14 04:00
Komanova ulica,Zasedeno,/,55,2025-04-14 04:00
PH Kongresni trg,Prosto,248,720,2025-04-14 04:00
Kozolec,Prosto,99,394,2025-04-14 04:00
Kranjčeva ulica,Prosto,117,117,2025-04-14 04:00
Linhartova,Prosto,110,50,2025-04-14 04:00
Metelkova ulica,Prosto,29,89,2025-04-14 04:00
Mirje,Prosto,85,107,2025-04-14 04:00
P+R Barje,Odprto,,,2025-04-14 04:00
P+R Dolgi Most,Odprto,,,2025-04-14 04:00
P+R Studenec,Odprto,,,2025-04-14 04:00
PH Kolezija,Prosto,62,80,2025-04-14 04:00
Pokopališče Polje,Prosto,38,39,2025-04-14 04:00
Povšetova ulica,Prosto,73,81,2025-04-14 04:00
Sanatorij Emona,Prosto,9,25,2025-04-14 04:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 04:00
Tivoli I.,Prosto,332,351,2025-04-14 04:00
Tivoli II.,Prosto,159,159,2025-04-14 04:00
Trg mladinskih delovnih brigad,Prosto,16,26,2025-04-14 04:00
Trg prekomorskih brigad,Prosto,39,61,2025-04-14 04:00
Štembalova ulica,Zasedeno,/,155,2025-04-14 04:00
Žale I.,Prosto,103,125,2025-04-14 04:00
Žale II.,Prosto,69,80,2025-04-14 04:00
Žale III.,Prosto,55,83,2025-04-14 04:00
Žale IV.,Prosto,77,78,2025-04-14 04:00
Žale V.,Prosto,284,100,2025-04-14 04:00
P+R Ježica,Odprto,,,2025-04-14 04:00
P+R Stanežiče,Odprto,,,2025-04-14 04:00
ŠRC Stožice,Prosto,/,509,2025-04-14 04:00
Tacen,Prosto,/,/,2025-04-14 04:00
Bratislavska,Prosto,/,/,2025-04-14 04:00
BS4,Prosto,53,100,2025-04-14 04:00
PH Rog,Prosto,28,80,2025-04-14 04:00
P+R Letališka,Odprto,,,2025-04-14 04:00
Parkirišče PH Ilirija,Odprto,,,2025-04-14 04:00
Bežigrad,Prosto,54,64,2025-04-14 04:14
Dolenjska cesta (Strelišče),Prosto,45,67,2025-04-14 04:14
Gosarjeva ulica,Skoraj polno,36,190,2025-04-14 04:14
Gospodarsko razstavišče,Prosto,432,400,2025-04-14 04:14
Komanova ulica,Zasedeno,/,55,2025-04-14 04:14
PH Kongresni trg,Prosto,248,720,2025-04-14 04:14
Kozolec,Prosto,100,394,2025-04-14 04:14
Kranjčeva ulica,Prosto,117,117,2025-04-14 04:14
Linhartova,Prosto,110,50,2025-04-14 04:14
Metelkova ulica,Prosto,29,89,2025-04-14 04:14
Mirje,Prosto,85,107,2025-04-14 04:14
P+R Barje,Odprto,,,2025-04-14 04:14
P+R Dolgi Most,Odprto,,,2025-04-14 04:14
P+R Studenec,Odprto,,,2025-04-14 04:14
PH Kolezija,Prosto,62,80,2025-04-14 04:14
Pokopališče Polje,Prosto,38,39,2025-04-14 04:14
Povšetova ulica,Prosto,73,81,2025-04-14 04:14
Sanatorij Emona,Prosto,10,25,2025-04-14 04:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 04:14
Tivoli I.,Prosto,332,351,2025-04-14 04:14
Tivoli II.,Prosto,159,159,2025-04-14 04:14
Trg mladinskih delovnih brigad,Prosto,16,26,2025-04-14 04:14
Trg prekomorskih brigad,Prosto,39,61,2025-04-14 04:14
Štembalova ulica,Zasedeno,/,155,2025-04-14 04:14
Žale I.,Prosto,103,125,2025-04-14 04:14
Žale II.,Prosto,69,80,2025-04-14 04:14
Žale III.,Prosto,55,83,2025-04-14 04:14
Žale IV.,Prosto,77,78,2025-04-14 04:14
Žale V.,Prosto,284,100,2025-04-14 04:14
P+R Ježica,Odprto,,,2025-04-14 04:14
P+R Stanežiče,Odprto,,,2025-04-14 04:14
ŠRC Stožice,Prosto,/,509,2025-04-14 04:14
Tacen,Prosto,/,/,2025-04-14 04:14
Bratislavska,Prosto,/,/,2025-04-14 04:14
BS4,Prosto,53,100,2025-04-14 04:14
PH Rog,Prosto,29,80,2025-04-14 04:14
P+R Letališka,Odprto,,,2025-04-14 04:14
Parkirišče PH Ilirija,Odprto,,,2025-04-14 04:14
Bežigrad,Prosto,54,64,2025-04-14 04:30
Dolenjska cesta (Strelišče),Prosto,45,67,2025-04-14 04:30
Gosarjeva ulica,Skoraj polno,37,190,2025-04-14 04:30
Gospodarsko razstavišče,Prosto,431,400,2025-04-14 04:30
Komanova ulica,Zasedeno,/,55,2025-04-14 04:30
PH Kongresni trg,Prosto,248,720,2025-04-14 04:30
Kozolec,Prosto,100,394,2025-04-14 04:30
Kranjčeva ulica,Prosto,117,117,2025-04-14 04:30
Linhartova,Prosto,110,50,2025-04-14 04:30
Metelkova ulica,Prosto,29,89,2025-04-14 04:30
Mirje,Prosto,85,107,2025-04-14 04:30
P+R Barje,Odprto,,,2025-04-14 04:30
P+R Dolgi Most,Odprto,,,2025-04-14 04:30
P+R Studenec,Odprto,,,2025-04-14 04:30
PH Kolezija,Prosto,62,80,2025-04-14 04:30
Pokopališče Polje,Prosto,38,39,2025-04-14 04:30
Povšetova ulica,Prosto,73,81,2025-04-14 04:30
Sanatorij Emona,Prosto,10,25,2025-04-14 04:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 04:30
Tivoli I.,Prosto,332,351,2025-04-14 04:30
Tivoli II.,Prosto,159,159,2025-04-14 04:30
Trg mladinskih delovnih brigad,Prosto,16,26,2025-04-14 04:30
Trg prekomorskih brigad,Prosto,39,61,2025-04-14 04:30
Štembalova ulica,Zasedeno,/,155,2025-04-14 04:30
Žale I.,Prosto,103,125,2025-04-14 04:30
Žale II.,Prosto,69,80,2025-04-14 04:30
Žale III.,Prosto,55,83,2025-04-14 04:30
Žale IV.,Prosto,77,78,2025-04-14 04:30
Žale V.,Prosto,284,100,2025-04-14 04:30
P+R Ježica,Odprto,,,2025-04-14 04:30
P+R Stanežiče,Odprto,,,2025-04-14 04:30
ŠRC Stožice,Prosto,/,509,2025-04-14 04:30
Tacen,Prosto,/,/,2025-04-14 04:30
Bratislavska,Prosto,/,/,2025-04-14 04:30
BS4,Prosto,52,100,2025-04-14 04:30
PH Rog,Prosto,29,80,2025-04-14 04:30
P+R Letališka,Odprto,,,2025-04-14 04:30
Parkirišče PH Ilirija,Odprto,,,2025-04-14 04:30
Bežigrad,Prosto,54,64,2025-04-14 04:44
Dolenjska cesta (Strelišče),Prosto,45,67,2025-04-14 04:44
Gosarjeva ulica,Prosto,38,190,2025-04-14 04:44
Gospodarsko razstavišče,Prosto,431,400,2025-04-14 04:44
Komanova ulica,Zasedeno,/,55,2025-04-14 04:44
PH Kongresni trg,Prosto,248,720,2025-04-14 04:44
Kozolec,Prosto,100,394,2025-04-14 04:44
Kranjčeva ulica,Prosto,117,117,2025-04-14 04:44
Linhartova,Prosto,110,50,2025-04-14 04:44
Metelkova ulica,Prosto,29,89,2025-04-14 04:44
Mirje,Prosto,85,107,2025-04-14 04:44
P+R Barje,Odprto,,,2025-04-14 04:44
P+R Dolgi Most,Odprto,,,2025-04-14 04:44
P+R Studenec,Odprto,,,2025-04-14 04:44
PH Kolezija,Prosto,62,80,2025-04-14 04:44
Pokopališče Polje,Prosto,38,39,2025-04-14 04:44
Povšetova ulica,Prosto,73,81,2025-04-14 04:44
Sanatorij Emona,Prosto,10,25,2025-04-14 04:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 04:44
Tivoli I.,Prosto,332,351,2025-04-14 04:44
Tivoli II.,Prosto,159,159,2025-04-14 04:44
Trg mladinskih delovnih brigad,Prosto,16,26,2025-04-14 04:44
Trg prekomorskih brigad,Prosto,39,61,2025-04-14 04:44
Štembalova ulica,Zasedeno,/,155,2025-04-14 04:44
Žale I.,Prosto,103,125,2025-04-14 04:44
Žale II.,Prosto,69,80,2025-04-14 04:44
Žale III.,Prosto,55,83,2025-04-14 04:44
Žale IV.,Prosto,77,78,2025-04-14 04:44
Žale V.,Prosto,284,100,2025-04-14 04:44
P+R Ježica,Odprto,,,2025-04-14 04:44
P+R Stanežiče,Odprto,,,2025-04-14 04:44
ŠRC Stožice,Prosto,/,509,2025-04-14 04:44
Tacen,Prosto,/,/,2025-04-14 04:44
Bratislavska,Prosto,/,/,2025-04-14 04:44
BS4,Prosto,52,100,2025-04-14 04:44
PH Rog,Prosto,29,80,2025-04-14 04:44
P+R Letališka,Odprto,,,2025-04-14 04:44
Parkirišče PH Ilirija,Odprto,,,2025-04-14 04:44
Bežigrad,Prosto,54,64,2025-04-14 05:00
Dolenjska cesta (Strelišče),Prosto,45,67,2025-04-14 05:00
Gosarjeva ulica,Prosto,38,190,2025-04-14 05:00
Gospodarsko razstavišče,Prosto,431,400,2025-04-14 05:00
Komanova ulica,Zasedeno,/,55,2025-04-14 05:00
PH Kongresni trg,Prosto,248,720,2025-04-14 05:00
Kozolec,Prosto,100,394,2025-04-14 05:00
Kranjčeva ulica,Prosto,117,117,2025-04-14 05:00
Linhartova,Prosto,109,50,2025-04-14 05:00
Metelkova ulica,Prosto,29,89,2025-04-14 05:00
Mirje,Prosto,85,107,2025-04-14 05:00
P+R Barje,Odprto,,,2025-04-14 05:00
P+R Dolgi Most,Odprto,,,2025-04-14 05:00
P+R Studenec,Odprto,,,2025-04-14 05:00
PH Kolezija,Prosto,62,80,2025-04-14 05:00
Pokopališče Polje,Prosto,38,39,2025-04-14 05:00
Povšetova ulica,Prosto,73,81,2025-04-14 05:00
Sanatorij Emona,Prosto,10,25,2025-04-14 05:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 05:00
Tivoli I.,Prosto,332,351,2025-04-14 05:00
Tivoli II.,Prosto,158,159,2025-04-14 05:00
Trg mladinskih delovnih brigad,Prosto,16,26,2025-04-14 05:00
Trg prekomorskih brigad,Prosto,39,61,2025-04-14 05:00
Štembalova ulica,Zasedeno,/,155,2025-04-14 05:00
Žale I.,Prosto,103,125,2025-04-14 05:00
Žale II.,Prosto,69,80,2025-04-14 05:00
Žale III.,Prosto,54,83,2025-04-14 05:00
Žale IV.,Prosto,77,78,2025-04-14 05:00
Žale V.,Prosto,282,100,2025-04-14 05:00
P+R Ježica,Odprto,,,2025-04-14 05:00
P+R Stanežiče,Odprto,,,2025-04-14 05:00
ŠRC Stožice,Prosto,/,509,2025-04-14 05:00
Tacen,Prosto,/,/,2025-04-14 05:00
Bratislavska,Prosto,/,/,2025-04-14 05:00
BS4,Prosto,53,100,2025-04-14 05:00
PH Rog,Prosto,29,80,2025-04-14 05:00
P+R Letališka,Odprto,,,2025-04-14 05:00
Parkirišče PH Ilirija,Odprto,,,2025-04-14 05:00
Bežigrad,Prosto,54,64,2025-04-14 05:14
Dolenjska cesta (Strelišče),Prosto,45,67,2025-04-14 05:14
Gosarjeva ulica,Prosto,38,190,2025-04-14 05:14
Gospodarsko razstavišče,Prosto,430,400,2025-04-14 05:14
Komanova ulica,Zasedeno,/,55,2025-04-14 05:14
PH Kongresni trg,Prosto,249,720,2025-04-14 05:14
Kozolec,Prosto,100,394,2025-04-14 05:14
Kranjčeva ulica,Prosto,117,117,2025-04-14 05:14
Linhartova,Prosto,109,50,2025-04-14 05:14
Metelkova ulica,Prosto,29,89,2025-04-14 05:14
Mirje,Prosto,85,107,2025-04-14 05:14
P+R Barje,Odprto,,,2025-04-14 05:14
P+R Dolgi Most,Odprto,,,2025-04-14 05:14
P+R Studenec,Odprto,,,2025-04-14 05:14
PH Kolezija,Prosto,62,80,2025-04-14 05:14
Pokopališče Polje,Prosto,38,39,2025-04-14 05:14
Povšetova ulica,Prosto,73,81,2025-04-14 05:14
Sanatorij Emona,Prosto,10,25,2025-04-14 05:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 05:14
Tivoli I.,Prosto,331,351,2025-04-14 05:14
Tivoli II.,Prosto,158,159,2025-04-14 05:14
Trg mladinskih delovnih brigad,Prosto,16,26,2025-04-14 05:14
Trg prekomorskih brigad,Prosto,39,61,2025-04-14 05:14
Štembalova ulica,Zasedeno,/,155,2025-04-14 05:14
Žale I.,Prosto,103,125,2025-04-14 05:14
Žale II.,Prosto,68,80,2025-04-14 05:14
Žale III.,Prosto,54,83,2025-04-14 05:14
Žale IV.,Prosto,77,78,2025-04-14 05:14
Žale V.,Prosto,279,100,2025-04-14 05:14
P+R Ježica,Odprto,,,2025-04-14 05:14
P+R Stanežiče,Odprto,,,2025-04-14 05:14
ŠRC Stožice,Prosto,/,509,2025-04-14 05:14
Tacen,Prosto,/,/,2025-04-14 05:14
Bratislavska,Prosto,/,/,2025-04-14 05:14
BS4,Prosto,52,100,2025-04-14 05:14
PH Rog,Prosto,29,80,2025-04-14 05:14
P+R Letališka,Odprto,,,2025-04-14 05:14
Parkirišče PH Ilirija,Odprto,,,2025-04-14 05:14
Bežigrad,Prosto,58,64,2025-04-14 05:30
Dolenjska cesta (Strelišče),Prosto,79,67,2025-04-14 05:30
Gosarjeva ulica,Prosto,40,190,2025-04-14 05:30
Gospodarsko razstavišče,Prosto,429,400,2025-04-14 05:30
Komanova ulica,Zasedeno,/,55,2025-04-14 05:30
PH Kongresni trg,Prosto,248,720,2025-04-14 05:30
Kozolec,Prosto,100,394,2025-04-14 05:30
Kranjčeva ulica,Prosto,118,117,2025-04-14 05:30
Linhartova,Prosto,112,50,2025-04-14 05:30
Metelkova ulica,Prosto,34,89,2025-04-14 05:30
Mirje,Prosto,92,107,2025-04-14 05:30
P+R Barje,Odprto,,,2025-04-14 05:30
P+R Dolgi Most,Odprto,,,2025-04-14 05:30
P+R Studenec,Odprto,,,2025-04-14 05:30
PH Kolezija,Prosto,62,80,2025-04-14 05:30
Pokopališče Polje,Prosto,38,39,2025-04-14 05:30
Povšetova ulica,Prosto,76,81,2025-04-14 05:30
Sanatorij Emona,Prosto,7,25,2025-04-14 05:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 05:30
Tivoli I.,Prosto,330,351,2025-04-14 05:30
Tivoli II.,Prosto,157,159,2025-04-14 05:30
Trg mladinskih delovnih brigad,Prosto,16,26,2025-04-14 05:30
Trg prekomorskih brigad,Prosto,33,61,2025-04-14 05:30
Štembalova ulica,Zasedeno,/,155,2025-04-14 05:30
Žale I.,Prosto,112,125,2025-04-14 05:30
Žale II.,Prosto,76,80,2025-04-14 05:30
Žale III.,Prosto,55,83,2025-04-14 05:30
Žale IV.,Prosto,78,78,2025-04-14 05:30
Žale V.,Prosto,276,100,2025-04-14 05:30
P+R Ježica,Odprto,,,2025-04-14 05:30
P+R Stanežiče,Odprto,,,2025-04-14 05:30
ŠRC Stožice,Prosto,/,509,2025-04-14 05:30
Tacen,Prosto,/,/,2025-04-14 05:30
Bratislavska,Prosto,/,/,2025-04-14 05:30
BS4,Prosto,52,100,2025-04-14 05:30
PH Rog,Prosto,28,80,2025-04-14 05:30
P+R Letališka,Odprto,,,2025-04-14 05:30
Parkirišče PH Ilirija,Odprto,,,2025-04-14 05:30
Bežigrad,Prosto,58,64,2025-04-14 05:44
Dolenjska cesta (Strelišče),Prosto,79,67,2025-04-14 05:44
Gosarjeva ulica,Prosto,40,190,2025-04-14 05:44
Gospodarsko razstavišče,Prosto,428,400,2025-04-14 05:44
Komanova ulica,Zasedeno,/,55,2025-04-14 05:44
PH Kongresni trg,Prosto,249,720,2025-04-14 05:44
Kozolec,Prosto,99,394,2025-04-14 05:44
Kranjčeva ulica,Prosto,118,117,2025-04-14 05:44
Linhartova,Prosto,110,50,2025-04-14 05:44
Metelkova ulica,Prosto,34,89,2025-04-14 05:44
Mirje,Prosto,92,107,2025-04-14 05:44
P+R Barje,Odprto,,,2025-04-14 05:44
P+R Dolgi Most,Odprto,,,2025-04-14 05:44
P+R Studenec,Odprto,,,2025-04-14 05:44
PH Kolezija,Prosto,62,80,2025-04-14 05:44
Pokopališče Polje,Prosto,40,39,2025-04-14 05:44
Povšetova ulica,Prosto,75,81,2025-04-14 05:44
Sanatorij Emona,Prosto,8,25,2025-04-14 05:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 05:44
Tivoli I.,Prosto,324,351,2025-04-14 05:44
Tivoli II.,Prosto,162,159,2025-04-14 05:44
Trg mladinskih delovnih brigad,Prosto,16,26,2025-04-14 05:44
Trg prekomorskih brigad,Prosto,32,61,2025-04-14 05:44
Štembalova ulica,Zasedeno,/,155,2025-04-14 05:44
Žale I.,Prosto,111,125,2025-04-14 05:44
Žale II.,Prosto,76,80,2025-04-14 05:44
Žale III.,Prosto,55,83,2025-04-14 05:44
Žale IV.,Prosto,78,78,2025-04-14 05:44
Žale V.,Prosto,264,100,2025-04-14 05:44
P+R Ježica,Odprto,,,2025-04-14 05:44
P+R Stanežiče,Odprto,,,2025-04-14 05:44
ŠRC Stožice,Prosto,/,509,2025-04-14 05:44
Tacen,Prosto,/,/,2025-04-14 05:44
Bratislavska,Prosto,/,/,2025-04-14 05:44
BS4,Prosto,52,100,2025-04-14 05:44
PH Rog,Prosto,30,80,2025-04-14 05:44
P+R Letališka,Odprto,,,2025-04-14 05:44
Parkirišče PH Ilirija,Odprto,,,2025-04-14 05:44
Bežigrad,Prosto,58,64,2025-04-14 06:00
Dolenjska cesta (Strelišče),Prosto,79,67,2025-04-14 06:00
Gosarjeva ulica,Prosto,40,190,2025-04-14 06:00
Gospodarsko razstavišče,Prosto,420,400,2025-04-14 06:00
Komanova ulica,Zasedeno,/,55,2025-04-14 06:00
PH Kongresni trg,Prosto,249,720,2025-04-14 06:00
Kozolec,Prosto,99,394,2025-04-14 06:00
Kranjčeva ulica,Prosto,118,117,2025-04-14 06:00
Linhartova,Prosto,103,50,2025-04-14 06:00
Metelkova ulica,Prosto,34,89,2025-04-14 06:00
Mirje,Prosto,91,107,2025-04-14 06:00
P+R Barje,Odprto,,,2025-04-14 06:00
P+R Dolgi Most,Odprto,,,2025-04-14 06:00
P+R Studenec,Odprto,,,2025-04-14 06:00
PH Kolezija,Prosto,62,80,2025-04-14 06:00
Pokopališče Polje,Prosto,40,39,2025-04-14 06:00
Povšetova ulica,Prosto,72,81,2025-04-14 06:00
Sanatorij Emona,Prosto,8,25,2025-04-14 06:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 06:00
Tivoli I.,Prosto,301,351,2025-04-14 06:00
Tivoli II.,Prosto,160,159,2025-04-14 06:00
Trg mladinskih delovnih brigad,Prosto,16,26,2025-04-14 06:00
Trg prekomorskih brigad,Prosto,31,61,2025-04-14 06:00
Štembalova ulica,Zasedeno,/,155,2025-04-14 06:00
Žale I.,Prosto,106,125,2025-04-14 06:00
Žale II.,Prosto,75,80,2025-04-14 06:00
Žale III.,Prosto,55,83,2025-04-14 06:00
Žale IV.,Prosto,78,78,2025-04-14 06:00
Žale V.,Prosto,256,100,2025-04-14 06:00
P+R Ježica,Odprto,,,2025-04-14 06:00
P+R Stanežiče,Odprto,,,2025-04-14 06:00
ŠRC Stožice,Prosto,/,509,2025-04-14 06:00
Tacen,Prosto,/,/,2025-04-14 06:00
Bratislavska,Prosto,/,/,2025-04-14 06:00
BS4,Prosto,53,100,2025-04-14 06:00
PH Rog,Prosto,30,80,2025-04-14 06:00
P+R Letališka,Odprto,,,2025-04-14 06:00
Parkirišče PH Ilirija,Odprto,,,2025-04-14 06:00
Bežigrad,Prosto,58,64,2025-04-14 06:14
Dolenjska cesta (Strelišče),Prosto,79,67,2025-04-14 06:14
Gosarjeva ulica,Prosto,41,190,2025-04-14 06:14
Gospodarsko razstavišče,Prosto,407,400,2025-04-14 06:14
Komanova ulica,Zasedeno,/,55,2025-04-14 06:14
PH Kongresni trg,Prosto,249,720,2025-04-14 06:14
Kozolec,Prosto,98,394,2025-04-14 06:14
Kranjčeva ulica,Prosto,118,117,2025-04-14 06:14
Linhartova,Prosto,76,50,2025-04-14 06:14
Metelkova ulica,Prosto,34,89,2025-04-14 06:14
Mirje,Prosto,92,107,2025-04-14 06:14
P+R Barje,Odprto,,,2025-04-14 06:14
P+R Dolgi Most,Odprto,,,2025-04-14 06:14
P+R Studenec,Odprto,,,2025-04-14 06:14
PH Kolezija,Prosto,62,80,2025-04-14 06:14
Pokopališče Polje,Prosto,40,39,2025-04-14 06:14
Povšetova ulica,Prosto,71,81,2025-04-14 06:14
Sanatorij Emona,Prosto,6,25,2025-04-14 06:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 06:14
Tivoli I.,Prosto,278,351,2025-04-14 06:14
Tivoli II.,Prosto,158,159,2025-04-14 06:14
Trg mladinskih delovnih brigad,Prosto,16,26,2025-04-14 06:14
Trg prekomorskih brigad,Prosto,25,61,2025-04-14 06:14
Štembalova ulica,Zasedeno,/,155,2025-04-14 06:14
Žale I.,Prosto,110,125,2025-04-14 06:14
Žale II.,Prosto,77,80,2025-04-14 06:14
Žale III.,Prosto,55,83,2025-04-14 06:14
Žale IV.,Prosto,77,78,2025-04-14 06:14
Žale V.,Prosto,253,100,2025-04-14 06:14
P+R Ježica,Odprto,,,2025-04-14 06:14
P+R Stanežiče,Odprto,,,2025-04-14 06:14
ŠRC Stožice,Prosto,/,509,2025-04-14 06:14
Tacen,Prosto,/,/,2025-04-14 06:14
Bratislavska,Prosto,/,/,2025-04-14 06:14
BS4,Prosto,54,100,2025-04-14 06:14
PH Rog,Prosto,29,80,2025-04-14 06:14
P+R Letališka,Odprto,,,2025-04-14 06:14
Parkirišče PH Ilirija,Odprto,,,2025-04-14 06:14
Bežigrad,Prosto,58,64,2025-04-14 06:30
Dolenjska cesta (Strelišče),Prosto,79,67,2025-04-14 06:30
Gosarjeva ulica,Prosto,41,190,2025-04-14 06:30
Gospodarsko razstavišče,Prosto,387,400,2025-04-14 06:30
Komanova ulica,Zasedeno,/,55,2025-04-14 06:30
PH Kongresni trg,Prosto,250,720,2025-04-14 06:30
Kozolec,Prosto,97,394,2025-04-14 06:30
Kranjčeva ulica,Prosto,116,117,2025-04-14 06:30
Linhartova,Prosto,33,50,2025-04-14 06:30
Metelkova ulica,Skoraj polno,12,89,2025-04-14 06:30
Mirje,Prosto,91,107,2025-04-14 06:30
P+R Barje,Odprto,,,2025-04-14 06:30
P+R Dolgi Most,Odprto,,,2025-04-14 06:30
P+R Studenec,Odprto,,,2025-04-14 06:30
PH Kolezija,Prosto,62,80,2025-04-14 06:30
Pokopališče Polje,Prosto,40,39,2025-04-14 06:30
Povšetova ulica,Prosto,65,81,2025-04-14 06:30
Sanatorij Emona,Prosto,6,25,2025-04-14 06:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 06:30
Tivoli I.,Prosto,271,351,2025-04-14 06:30
Tivoli II.,Prosto,156,159,2025-04-14 06:30
Trg mladinskih delovnih brigad,Prosto,16,26,2025-04-14 06:30
Trg prekomorskih brigad,Prosto,22,61,2025-04-14 06:30
Štembalova ulica,Zasedeno,/,155,2025-04-14 06:30
Žale I.,Prosto,109,125,2025-04-14 06:30
Žale II.,Prosto,76,80,2025-04-14 06:30
Žale III.,Prosto,54,83,2025-04-14 06:30
Žale IV.,Prosto,71,78,2025-04-14 06:30
Žale V.,Prosto,253,100,2025-04-14 06:30
P+R Ježica,Odprto,,,2025-04-14 06:30
P+R Stanežiče,Odprto,,,2025-04-14 06:30
ŠRC Stožice,Prosto,/,509,2025-04-14 06:30
Tacen,Prosto,/,/,2025-04-14 06:30
Bratislavska,Prosto,/,/,2025-04-14 06:30
BS4,Prosto,52,100,2025-04-14 06:30
PH Rog,Prosto,28,80,2025-04-14 06:30
P+R Letališka,Odprto,,,2025-04-14 06:30
Parkirišče PH Ilirija,Odprto,,,2025-04-14 06:30
Bežigrad,Prosto,57,64,2025-04-14 06:44
Dolenjska cesta (Strelišče),Prosto,79,67,2025-04-14 06:44
Gosarjeva ulica,Prosto,42,190,2025-04-14 06:44
Gospodarsko razstavišče,Prosto,339,400,2025-04-14 06:44
Komanova ulica,Zasedeno,/,55,2025-04-14 06:44
PH Kongresni trg,Prosto,250,720,2025-04-14 06:44
Kozolec,Prosto,96,394,2025-04-14 06:44
Kranjčeva ulica,Prosto,115,117,2025-04-14 06:44
Linhartova,Zasedeno,0,50,2025-04-14 06:44
Metelkova ulica,Skoraj polno,7,89,2025-04-14 06:44
Mirje,Prosto,88,107,2025-04-14 06:44
P+R Barje,Odprto,,,2025-04-14 06:44
P+R Dolgi Most,Odprto,,,2025-04-14 06:44
P+R Studenec,Odprto,,,2025-04-14 06:44
PH Kolezija,Prosto,62,80,2025-04-14 06:44
Pokopališče Polje,Prosto,37,39,2025-04-14 06:44
Povšetova ulica,Prosto,61,81,2025-04-14 06:44
Sanatorij Emona,Skoraj polno,3,25,2025-04-14 06:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 06:44
Tivoli I.,Prosto,260,351,2025-04-14 06:44
Tivoli II.,Prosto,150,159,2025-04-14 06:44
Trg mladinskih delovnih brigad,Prosto,16,26,2025-04-14 06:44
Trg prekomorskih brigad,Prosto,20,61,2025-04-14 06:44
Štembalova ulica,Zasedeno,/,155,2025-04-14 06:44
Žale I.,Prosto,106,125,2025-04-14 06:44
Žale II.,Prosto,71,80,2025-04-14 06:44
Žale III.,Prosto,48,83,2025-04-14 06:44
Žale IV.,Prosto,64,78,2025-04-14 06:44
Žale V.,Prosto,250,100,2025-04-14 06:44
P+R Ježica,Odprto,,,2025-04-14 06:44
P+R Stanežiče,Odprto,,,2025-04-14 06:44
ŠRC Stožice,Prosto,/,509,2025-04-14 06:44
Tacen,Prosto,/,/,2025-04-14 06:44
Bratislavska,Prosto,/,/,2025-04-14 06:44
BS4,Prosto,52,100,2025-04-14 06:44
PH Rog,Prosto,28,80,2025-04-14 06:44
P+R Letališka,Odprto,,,2025-04-14 06:44
Parkirišče PH Ilirija,Odprto,,,2025-04-14 06:44
Bežigrad,Prosto,57,64,2025-04-14 07:00
Dolenjska cesta (Strelišče),Prosto,79,67,2025-04-14 07:00
Gosarjeva ulica,Prosto,39,190,2025-04-14 07:00
Gospodarsko razstavišče,Prosto,275,400,2025-04-14 07:00
Komanova ulica,Zasedeno,/,55,2025-04-14 07:00
PH Kongresni trg,Prosto,250,720,2025-04-14 07:00
Kozolec,Prosto,96,394,2025-04-14 07:00
Kranjčeva ulica,Prosto,109,117,2025-04-14 07:00
Linhartova,Zasedeno,0,50,2025-04-14 07:00
Metelkova ulica,Zasedeno,0,89,2025-04-14 07:00
Mirje,Prosto,82,107,2025-04-14 07:00
P+R Barje,Odprto,,,2025-04-14 07:00
P+R Dolgi Most,Odprto,,,2025-04-14 07:00
P+R Studenec,Odprto,,,2025-04-14 07:00
PH Kolezija,Prosto,62,80,2025-04-14 07:00
Pokopališče Polje,Prosto,36,39,2025-04-14 07:00
Povšetova ulica,Prosto,53,81,2025-04-14 07:00
Sanatorij Emona,Skoraj polno,2,25,2025-04-14 07:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-14 07:00
Tivoli I.,Prosto,231,351,2025-04-14 07:00
Tivoli II.,Prosto,137,159,2025-04-14 07:00
Trg mladinskih delovnih brigad,Prosto,14,26,2025-04-14 07:00
